Economy_Label,1950_Absolute_value_Value,1951_Absolute_value_Value,1952_Absolute_value_Value,1953_Absolute_value_Value,1954_Absolute_value_Value,1955_Absolute_value_Value,1956_Absolute_value_Value,1957_Absolute_value_Value,1958_Absolute_value_Value,1959_Absolute_value_Value,1960_Absolute_value_Value,1961_Absolute_value_Value,1962_Absolute_value_Value,1963_Absolute_value_Value,1964_Absolute_value_Value,1965_Absolute_value_Value,1966_Absolute_value_Value,1967_Absolute_value_Value,1968_Absolute_value_Value,1969_Absolute_value_Value,1970_Absolute_value_Value,1971_Absolute_value_Value,1972_Absolute_value_Value,1973_Absolute_value_Value,1974_Absolute_value_Value,1975_Absolute_value_Value,1976_Absolute_value_Value,1977_Absolute_value_Value,1978_Absolute_value_Value,1979_Absolute_value_Value,1980_Absolute_value_Value,1981_Absolute_value_Value,1982_Absolute_value_Value,1983_Absolute_value_Value,1984_Absolute_value_Value,1985_Absolute_value_Value,1986_Absolute_value_Value,1987_Absolute_value_Value,1988_Absolute_value_Value,1989_Absolute_value_Value,1990_Absolute_value_Value,1991_Absolute_value_Value,1992_Absolute_value_Value,1993_Absolute_value_Value,1994_Absolute_value_Value,1995_Absolute_value_Value,1996_Absolute_value_Value,1997_Absolute_value_Value,1998_Absolute_value_Value,1999_Absolute_value_Value,2000_Absolute_value_Value,2001_Absolute_value_Value,2002_Absolute_value_Value,2003_Absolute_value_Value,2004_Absolute_value_Value,2005_Absolute_value_Value,2006_Absolute_value_Value,2007_Absolute_value_Value,2008_Absolute_value_Value,2009_Absolute_value_Value,2010_Absolute_value_Value,2011_Absolute_value_Value,2012_Absolute_value_Value,2013_Absolute_value_Value,2014_Absolute_value_Value,2015_Absolute_value_Value,2016_Absolute_value_Value,2017_Absolute_value_Value,2018_Absolute_value_Value,2019_Absolute_value_Value,2020_Absolute_value_Value,2021_Absolute_value_Value
"World",2499322166,2543130378,2590270906,2640278794,2691979337,2746072148,2801002636,2857866860,2916108105,2970292190,3019233440,3068370619,3126686740,3195779257,3267212339,3337111985,3406417033,3475448169,3546810807,3620655280,3695390341,3770163098,3844800878,3920251508,3995517084,4069437227,4142505884,4215772501,4289657717,4365582875,4444007709,4524627657,4607984872,4691884240,4775836077,4861730608,4950063343,5040984495,5132293981,5223704322,5316175864,5406245869,5492686096,5577433521,5660727990,5743219462,5825145290,5906481265,5987312479,6067758458,6148898973,6230746982,6312407369,6393898366,6475751482,6558176116,6641416217,6725948551,6811597273,6898305916,6985603108,7073125424,7161697923,7250593371,7339013409,7426597544,7513474241,7599822416,7683789830,7764951042,7840952880,7909295146
